# OpenFOAM
# Time	Ux	Uy	Uz	p	epsilon	k
1	0.17015441636820283	0.13185241651730584	0.31719731378560134	0.18454155386602744	0.5007438748398008	0.030539194576492235
2	0.8260125070760724	0.4626380485258108	0.17553193506328957	0.03406317308791296	0.8810474976901577	0.6594146718507257
3	0.1612182708716694	0.3519649544095361	0.9816649663425999	0.8608204242451112	0.17198587263429888	0.8743151693205093
4	0.8768316696412317	0.5964192627973494	0.4587526433680764	0.35006186241287507	0.4955737780389998	0.9989626991017955
5	0.2587576816764019	0.9877192627807623	0.7767843628530154	0.5362064306613085	0.0796575719280258	0.03262386605553813
6	0.21531077958311262	0.9270950646107379	0.14150288334585137	0.7928481014078838	0.36795512094312577	0.1418377975774172
7	0.10057553661466001	0.24437893063322969	0.7159237592002852	0.5912340961462449	0.22701756383590654	0.9538670498623943
8	0.4156881711797711	0.31009006071225276	0.960108149690189	0.4023978510818518	0.9315498806573461	0.28867689764026816
9	0.46334194687309027	0.23928017905843857	0.18417129964257384	0.482553427908457	0.6093583014794794	0.8905019181806745
10	0.7503885582318414	0.023726719700041143	0.6811884517823992	0.790952455424112	0.4585341576774159	0.7516343989582628
11	0.04622171850958434	0.96214641451578	0.6141157705946113	0.33316022004514334	0.6399598704688061	0.3214956501719214
12	0.7905455658255175	0.20205504241699335	0.8409677645011504	0.7040238797723998	0.002016177835822308	0.2086871716031813
13	0.40055926844893064	0.05243233649434087	0.45947471872653345	0.612273350688787	0.8583327118853354	0.3710843035488186
14	0.09657037124341061	0.33792792762187474	0.6689451212030556	0.728236107757015	0.19438544738704366	0.74568109844805
15	0.04804567795858594	0.3392539867871591	0.8422767574616307	0.16264234330738192	0.43275362934899997	0.4538745732253251
16	0.761259923847472	0.6762443167932273	0.25611223791035065	0.8986474442667161	0.7896756847653519	0.3154054625565409
17	0.8735671716255923	0.7486432632315788	0.24863902560447582	0.8518379599761724	0.6253169668112961	0.48927427888701225
18	0.7165914692932868	0.0032449567355181674	0.7449133253404384	0.18577417321204126	0.2929995382223338	0.7468549807253302
19	0.31293147789800924	0.5268600440523886	0.9919508524443764	0.6966872575092297	0.24020605395680728	0.5077443934919389
20	0.5431996440025538	0.9187229312643137	0.9788472639775233	0.06315466706552852	0.47617991108166147	0.5382878251739422
21	0.3627769692270678	0.49051001563270824	0.7470898321809596	0.2952923002661795	0.06024490353030165	0.5030904301560001
22	0.45216538874240175	0.2269470171366318	0.04100626877136626	0.5583021318034859	0.0049312135350517705	0.08269776669419693
23	0.8662240172615012	0.8663385362359172	0.547239979286671	0.8299163037467379	0.9095831095619713	0.9674992760261965
24	0.6636189572859503	0.8001030964953266	0.6620073988622122	0.7077012883709716	0.7378531203349213	0.05307811294807363
25	0.26186934860657174	0.6037201944733771	0.28543365878324234	0.10652184543406629	0.5053716503589183	0.9844957939527597
26	0.49761668848468255	0.5783813071394694	0.2756999275469296	0.7941566535333564	0.8778812885220784	0.2562272056027254
27	0.46052538780096997	0.564594528521114	0.3512981187318476	0.3779057667094815	0.8457597384886102	0.9124103196642047
28	0.02016649446586205	0.02948849940067544	0.3677113063003338	0.425819917068497	0.5985875532577624	0.8958248327097138
29	0.7990575495600214	0.8632262084953959	0.864115450754949	0.7211400553389476	0.0821785454762225	0.020264640518457222
30	0.9414189577395973	0.7928841380551873	0.132658312454359	0.4590620184689377	0.8111837076913693	0.7160166147485212
31	0.6517069542501898	0.25116563531418323	0.541818099954186	0.7223529538026149	0.20325609636855013	0.8298741846871085
32	0.24871437975831368	0.23690641048902417	0.5520975934105498	0.3782885393018721	0.164385873039122	0.23704091571269115
33	0.8139521528959853	0.48403805811164824	0.46284920899914617	0.8138328730278196	0.05537976122250854	0.4426184327081737
34	0.8679895946435444	0.21679648679714003	0.1476454064760666	0.5916643582708009	0.8849916250103188	0.5274252336272237
35	0.6036026343858677	0.4800927390204882	0.6808302957040343	0.9765235689693953	0.04295175721644029	0.9523313048587838
36	0.43123538200003575	0.3353079436625168	0.44337374576252797	0.6420080315832764	0.4614355957524465	0.7744717324243552
37	0.9461864679612529	0.4471394002367355	0.24835522096726714	0.3358182428976938	0.5469499834008944	0.752476156669332
38	0.719589050406377	0.3563998537367671	0.5223773104572565	0.4839432751456816	0.4307030236156064	0.7348042014086362
39	0.7799803838670929	0.7576113545865275	0.850862715046164	0.23690404990735603	0.1560125921068254	0.8634802072270414
40	0.5284730491109793	0.5948643033052946	0.6108953575639832	0.5862495094685216	0.5224591583535211	0.7751012270529358
41	0.7178702170805668	0.5915083593710826	0.8236987132762988	0.29534085311613467	0.5531937802896654	0.19704678953100552
